reference product,prod_category,prod_sub_category,ISIC_name,ISIC,CPC_name,CPC,code_EI
"zirconium sponge, nuclear-grade",MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420," Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]",41601,63f8ee37dae4de5eaa7723aae0ec93f8
antimony,MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420," Bismuth, antimony, manganese, chromium and articles thereof; including waste and scrap of bismuth or manganese",41603,09bf712622f76d4b121d6ae65f7f3d0f
chromium,MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420," Bismuth, antimony, manganese, chromium and articles thereof; including waste and scrap of bismuth or manganese",41603,23f5916290ec3ec1f5b7ddd6cb592305
manganese,MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420," Bismuth, antimony, manganese, chromium and articles thereof; including waste and scrap of bismuth or manganese",41603,f3f87f14c472c48506fef2b0f8df8b6e
rock crushing,MachElecTrans,Metal/electronic equipments and parts,"Manufacture of machinery for mining, quarrying and construction",2824," Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth, stone, or[…]",44440,7cc0e6d3b37752ed24cc34b7fbe47163
"transformer, high voltage use",MachElecTrans,Metal/electronic equipments and parts,"Manufacture of electric motors, generators, transformers and electricity di",2710, Electrical transformers,46121,bea3d33082c7856adc2de49a68b13bf5
"transformer, low voltage use",MachElecTrans,Metal/electronic equipments and parts,"Manufacture of electric motors, generators, transformers and electricity di",2710, Electrical transformers,46121,5ddb6e8ad5d6a6d27da3e9f3162f1454
"permanent magnet, for electric motor",MachElecTrans,Metal/electronic equipments and parts,Manufacture of other fabricated metal products n.e.c.,2599," Parts of electric motors, generators and the like",46131,49595ae30f602adedb3337918289917f
"battery cell, Li-ion, LFP",MachElecTrans,Metal/electronic equipments and parts,Manufacture of basic chemicals,2011, Primary cells and primary batteries,46410,fc09a0f9a24de76eec1d25e56dddb302
"battery, Li-ion, LFP, rechargeable, prismatic",MachElecTrans,Metal/electronic equipments and parts,Manufacture of basic chemicals,2011, Primary cells and primary batteries,46410,c51ef51ce7cd3ad3e2c7c646e8353867
"battery cell, Li-ion, LiMn2O4",MachElecTrans,Metal/electronic equipments and parts,Manufacture of batteries and accumulators,2720, Primary cells and primary batteries,46410,c2ee296cee995a14d3aaa119f640f999
"battery cell, Li-ion, NCA",MachElecTrans,Metal/electronic equipments and parts,Manufacture of batteries and accumulators,2720, Primary cells and primary batteries,46410,344727290997adeeffbb78956ac2e078
"battery cell, Li-ion, NMC111",MachElecTrans,Metal/electronic equipments and parts,Manufacture of batteries and accumulators,2720, Primary cells and primary batteries,46410,b499f51834bbe516688f55aff97d53f9
"battery cell, Li-ion, NMC811",MachElecTrans,Metal/electronic equipments and parts,Manufacture of batteries and accumulators,2720, Primary cells and primary batteries,46410,9db922be00b1779462c198ad9f6eed62
battery separator,MachElecTrans,Metal/electronic equipments and parts,Manufacture of batteries and accumulators,2720, Primary cells and primary batteries,46410,f7287e5038ded6bb10bc5d337e4b7ed6
"battery, Li-ion, NCA, rechargeable, prismatic",MachElecTrans,Metal/electronic equipments and parts,Manufacture of batteries and accumulators,2720, Primary cells and primary batteries,46410,2d1e15b21b96b18e733da391aff63d3e
"battery, Li-ion, NMC111, rechargeable, prismatic",MachElecTrans,Metal/electronic equipments and parts,Manufacture of batteries and accumulators,2720, Primary cells and primary batteries,46410,6139d39b712e635e6501e680db6bab12
"battery, Li-ion, NMC811, rechargeable, prismatic",MachElecTrans,Metal/electronic equipments and parts,Manufacture of batteries and accumulators,2720, Primary cells and primary batteries,46410,8b1d0ac1620c59317a8ab06e5ac255f2
"battery, lead acid, rechargeable, stationary",MachElecTrans,Metal/electronic equipments and parts,Manufacture of batteries and accumulators,2720, Electric accumulators,46420,5c2bec78545e51ae10cfebebe96161e8
"battery, Li-ion, LiMn2O4, rechargeable, prismatic",MachElecTrans,Metal/electronic equipments and parts,Manufacture of batteries and accumulators,2720, Electric accumulators,46420,175c24bd6ea7f9a7e5dc85edfe4658cc
"battery, NaCl",MachElecTrans,Metal/electronic equipments and parts,Manufacture of batteries and accumulators,2720, Electric accumulators,46420,43d5f1a9c479aa3b6067685202ceac73
"battery, NiMH, rechargeable, prismatic",MachElecTrans,Metal/electronic equipments and parts,Manufacture of batteries and accumulators,2720, Electric accumulators,46420,8986aca2549dd6b395f1a817fcefe647
"cathode, LFP, for Li-ion battery",MachElecTrans,Metal/electronic equipments and parts,Manufacture of basic chemicals,2011," Parts of primary cells, primary batteries and electric accumulators (including separators)",46430,bb0d7e871c3dfb7dcd425100ef1e3b6b
"battery management system, for Li-ion battery",MachElecTrans,Metal/electronic equipments and parts,Manufacture of batteries and accumulators,2720," Parts of primary cells, primary batteries and electric accumulators (including separators)",46430,0003ee4d9e9aea13a8677aed9cf0fd8a
"cathode, LiMn2O4, for Li-ion battery",MachElecTrans,Metal/electronic equipments and parts,Manufacture of batteries and accumulators,2720," Parts of primary cells, primary batteries and electric accumulators (including separators)",46430,e7c570ec4cec4ec34a6b87156deb23cc
"cathode, NCA, for Li-ion battery",MachElecTrans,Metal/electronic equipments and parts,Manufacture of batteries and accumulators,2720," Parts of primary cells, primary batteries and electric accumulators (including separators)",46430,eadf40e9f893bcb9d75a3f4874b66ce1
"cathode, NMC111, for Li-ion battery",MachElecTrans,Metal/electronic equipments and parts,Manufacture of batteries and accumulators,2720," Parts of primary cells, primary batteries and electric accumulators (including separators)",46430,1ff10ad83bf551ac516c1f3801f0a569
"cathode, NMC811, for Li-ion battery",MachElecTrans,Metal/electronic equipments and parts,Manufacture of batteries and accumulators,2720," Parts of primary cells, primary batteries and electric accumulators (including separators)",46430,37dbe099ac240931ae02b11e9289310f
"electrode, negative, LiC6",MachElecTrans,Metal/electronic equipments and parts,Manufacture of batteries and accumulators,2720," Parts of primary cells, primary batteries and electric accumulators (including separators)",46430,f154eaa3183cf9f374c1ea39a9960bcc
"electrode, negative, Ni",MachElecTrans,Metal/electronic equipments and parts,Manufacture of batteries and accumulators,2720," Parts of primary cells, primary batteries and electric accumulators (including separators)",46430,f0a1ae7574a557b89c5017f86d148f32
"electrode, positive, LaNi5",MachElecTrans,Metal/electronic equipments and parts,Manufacture of batteries and accumulators,2720," Parts of primary cells, primary batteries and electric accumulators (including separators)",46430,a1f92fd3fbeafdfc5cd328f001444f3f
"high voltage system, for Li-ion battery",MachElecTrans,Metal/electronic equipments and parts,Manufacture of batteries and accumulators,2720," Parts of primary cells, primary batteries and electric accumulators (including separators)",46430,60a34d06ed894d46c0b5625e9f1a9281
"integrated battery interface system, for Li-ion battery",MachElecTrans,Metal/electronic equipments and parts,Manufacture of batteries and accumulators,2720," Parts of primary cells, primary batteries and electric accumulators (including separators)",46430,9274dae09d7843bee866a7e346665bbf
"low voltage system, for Li-ion battery",MachElecTrans,Metal/electronic equipments and parts,Manufacture of batteries and accumulators,2720," Parts of primary cells, primary batteries and electric accumulators (including separators)",46430,6cd0e5b221b5f6a989c2a5f2e598a0b7
"aluminium collector foil, for Li-ion battery",MachElecTrans,Metal/electronic equipments and parts,Manufacture of other electrical equipment,2790," Parts of primary cells, primary batteries and electric accumulators (including separators)",46430,05ad1e2d792b7cc6e4d2ff25d8168295
"copper collector foil, for Li-ion battery",MachElecTrans,Metal/electronic equipments and parts,Manufacture of other electrical equipment,2790," Parts of primary cells, primary batteries and electric accumulators (including separators)",46430,329bc8303c1829066612512940ef4c07
"anode, graphite, for Li-ion battery",MachElecTrans,Metal/electronic equipments and parts,Manufacture of batteries and accumulators,2720," Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite or other carbo[…]",46950,aa173cfd3a6049515dead5242830e949
"anode, silicon coated graphite, for Li-ion battery",MachElecTrans,Metal/electronic equipments and parts,Manufacture of batteries and accumulators,2720," Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite or other carbo[…]",46950,e2292bed08d74cac457e6d26bc3b649f
"anode, paste, for aluminium electrolysis",MachElecTrans,Metal/electronic equipments and parts,Manufacture of other electrical equipment,2790," Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite or other carbo[…]",46950,388dd10370f3ebd63eb59765709f43ef
"powertrain, for electric passenger car",MachElecTrans,Metal/electronic equipments and parts,"Manufacture of electric motors, generators, transformers and electricity di",2710," Parts for the goods of subclasses 46910, 46921 and 46929; electrical parts n.e.c. of machinery or apparatus",46960,d93a63a002f0d20f3b8283eec42dfb0a
"glider, passenger car",MachElecTrans,Metal/electronic equipments and parts,Manufacture of motor vehicles,2910," Parts for the goods of subclasses 46910, 46921 and 46929; electrical parts n.e.c. of machinery or apparatus",46960,c260ffef5b6e13cf9e88a1ca04d552f6
"capacitor, auxilliaries and energy use",MachElecTrans,Metal/electronic equipments and parts,Manufacture of electronic components and boards,2610, Electrical capacitors,47110,1920f9e2bf2ee8185b2101243084836a
"capacitor, electrolyte type, < 2cm height",MachElecTrans,Metal/electronic equipments and parts,Manufacture of electronic components and boards,2610, Electrical capacitors,47110,f0995fbbf4f9665cfc11c7f7bc55d923
"capacitor, electrolyte type, > 2cm height",MachElecTrans,Metal/electronic equipments and parts,Manufacture of electronic components and boards,2610, Electrical capacitors,47110,b428bc3d325bec76aaee609cdaec8688
"capacitor, film type, for through-hole mounting",MachElecTrans,Metal/electronic equipments and parts,Manufacture of electronic components and boards,2610, Electrical capacitors,47110,5070c47f088cf4e5a8fe8bbfd2a7fc45
"capacitor, for surface-mounting",MachElecTrans,Metal/electronic equipments and parts,Manufacture of electronic components and boards,2610, Electrical capacitors,47110,48f29397d0579428de38b0433bb61e05
"capacitor, tantalum-, for through-hole mounting",MachElecTrans,Metal/electronic equipments and parts,Manufacture of electronic components and boards,2610, Electrical capacitors,47110,29dbabb0b37a1cb64997d78aea8aea19
"potentiometer, unspecified",MachElecTrans,Metal/electronic equipments and parts,Manufacture of electronic components and boards,2610, Electrical resistors (except heating resistors),47120,d1a8a7a4925472e17642d2561f33f3fa
"resistor, auxilliaries and energy use",MachElecTrans,Metal/electronic equipments and parts,Manufacture of electronic components and boards,2610, Electrical resistors (except heating resistors),47120,5878dceb6def875cb44bea52de6ef27d
"resistor, metal film type, through-hole mounting",MachElecTrans,Metal/electronic equipments and parts,Manufacture of electronic components and boards,2610, Electrical resistors (except heating resistors),47120,b4098ab02390a72a694d6a6b47c77287
"resistor, surface-mounted",MachElecTrans,Metal/electronic equipments and parts,Manufacture of electronic components and boards,2610, Electrical resistors (except heating resistors),47120,4dd24cdd48e06646026031e767cbb005
"resistor, wirewound, through-hole mounting",MachElecTrans,Metal/electronic equipments and parts,Manufacture of electronic components and boards,2610, Electrical resistors (except heating resistors),47120,b1da2bd0a78a30d8a3b007a5e89027b5
"printed wiring board, surface mounted, unspecified, Pb containing",MachElecTrans,Metal/electronic equipments and parts,Manufacture of electronic components and boards,2610, Printed circuits,47130,452f3e149e06124d287a72a465f103e6
"printed wiring board, surface mounted, unspecified, Pb free",MachElecTrans,Metal/electronic equipments and parts,Manufacture of electronic components and boards,2610, Printed circuits,47130,213f0e75f26bce45623c298c54529da6
"printed wiring board, through-hole mounted, unspecified, Pb containing",MachElecTrans,Metal/electronic equipments and parts,Manufacture of electronic components and boards,2610, Printed circuits,47130,d6e1fc91daeac0cc0e0874fdf10400d9
"printed wiring board, through-hole mounted, unspecified, Pb free",MachElecTrans,Metal/electronic equipments and parts,Manufacture of electronic components and boards,2610, Printed circuits,47130,e8275fef9e84b43e73180fb9b572367a
"cathode-ray tube, cathode ray tube display",MachElecTrans,Metal/electronic equipments and parts,Manufacture of computers and peripheral equipment,2620," Thermionic, cold cathode or photo-cathode valves and tubes (including cathode ray tubes)",47140,a6f7be6590e52cb4ae484fc00a245819
